Water_type	Indicator	Unit	Months	Depth_stratum	Region	Type	Typename	RefCond	H-G	G-M	M-P	P-B	Worst	Sali_0	Sali_1	Sali_2	Sali_3	Sali_4	Sali_5	Sali_6	Sali_7	Sali_8	Sali_9	Sali_10	Sali_11	Sali_12	Sali_13	Sali_14	Sali_15	Sali_16	Sali_17	Sali_18	Sali_19	Sali_20	Sali_21	Sali_22	Sali_23	Sali_24	Sali_25	Sali_26	Sali_27	Sali_28	Sali_29	Sali_30	Sali_31	Sali_32	Sali_33	Sali_34	Sali_35	Sali_36	V_WBperiod	V_WBannual
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SLNN	Sjöar, grunda, stor yta, ofärgat, kalkfattiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SLNY	Sjöar, grunda, stor yta, ofärgat, kalkhaltiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SLYN	Sjöar, grunda, stor yta, färgat, kalkfattiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SLYY	Sjöar, grunda, stor yta, färgat, kalkhaltiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7DSNN	Sjöar, djupa, liten yta, ofärgat, kalkfattiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7DSNY	Sjöar, djupa, liten yta, ofärgat, kalkhaltiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7DSYN	Sjöar, djupa, liten yta, färgat, kalkfattiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7DSYY	Sjöar, djupa, liten yta, färgat, kalkhaltiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7DLNN	Sjöar, djupa, stor yta, ofärgat, kalkfattiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7DLNY	Sjöar, djupa, stor yta, ofärgat, kalkhaltiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7DLYN	Sjöar, djupa, stor yta, färgat, kalkfattiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7DLYY	Sjöar, djupa, stor yta, färgat, kalkhaltiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7SSNN	Sjöar, grunda, liten yta, ofärgat, kalkfattiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7SSNY	Sjöar, grunda, liten yta, ofärgat, kalkhaltiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7SSYN	Sjöar, grunda, liten yta, färgat, kalkfattiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7SSYY	Sjöar, grunda, liten yta, färgat, kalkhaltiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7SLNN	Sjöar, grunda, stor yta, ofärgat, kalkfattiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7SLNY	Sjöar, grunda, stor yta, ofärgat, kalkhaltiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7SLYN	Sjöar, grunda, stor yta, färgat, kalkfattiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakeOxygen	mg/l	1,2,..,12		Sydsvenska höglandet	S7SLYY	Sjöar, grunda, stor yta, färgat, kalkhaltiga	f(WB)	f(WB)	f(WB)	f(WB)	f(WB)	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DSNN	Sjöar, djupa, liten yta, ofärgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DSNY	Sjöar, djupa, liten yta, ofärgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DSYN	Sjöar, djupa, liten yta, färgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DSYY	Sjöar, djupa, liten yta, färgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DLNN	Sjöar, djupa, stor yta, ofärgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DLNY	Sjöar, djupa, stor yta, ofärgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DLYN	Sjöar, djupa, stor yta, färgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DLYY	Sjöar, djupa, stor yta, färgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1SSNN	Sjöar, grunda, liten yta, ofärgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1SSNY	Sjöar, grunda, liten yta, ofärgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1SSYN	Sjöar, grunda, liten yta, färgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1SSYY	Sjöar, grunda, liten yta, färgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1SLNN	Sjöar, grunda, stor yta, ofärgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1SLNY	Sjöar, grunda, stor yta, ofärgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1SLYN	Sjöar, grunda, stor yta, färgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1SLYY	Sjöar, grunda, stor yta, färgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2DSNN	Sjöar, djupa, liten yta, ofärgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2DSNY	Sjöar, djupa, liten yta, ofärgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2DSYN	Sjöar, djupa, liten yta, färgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2DSYY	Sjöar, djupa, liten yta, färgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2DLNN	Sjöar, djupa, stor yta, ofärgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2DLNY	Sjöar, djupa, stor yta, ofärgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2DLYN	Sjöar, djupa, stor yta, färgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2DLYY	Sjöar, djupa, stor yta, färgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2SSNN	Sjöar, grunda, liten yta, ofärgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2SSNY	Sjöar, grunda, liten yta, ofärgat, kalkhaltiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
Lakes	LakepHchange	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2SSYN	Sjöar, grunda, liten yta, färgat, kalkfattiga	0	0.2	0.4	0.6	0.8	2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		
