EU_CD Vatten	Namn Vatten	Län	Kommun(er)	Distrikt	Typindelning
SE633000-195000	Örefjärden	Västerbotten - 24	Nordmaling - 2401, Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE633710-200500	Mjölefjärden	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE635040-204196	Ostnäsfjärden	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE634640-203710	Ytterbodafjärden	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE634200-202033	Österfjärden	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE634230-201605	Västerfjärden	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE634740-203020	Täftefjärden	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE634950-202940	Lillfjärden	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE637640-204160	Tavlefjärden	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE637070-204260	Raggavaviken	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE637310-204860	Yttre Täftefjärden	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE636570-203590	Fjärdgrundsområdet sek namn	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE636910-204040	Österlångslädan	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE636150-199220	Megrundsområdet	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE635660-199490	Hörnefors området sek namn	Västerbotten - 24	Umeå - 2480	SE1	20. Norra Kvarkens inre kustvatten.
SE633550-200700	S n Kvarkens kustvatten	Västerbotten - 24	Nordmaling - 2401, Umeå - 2480	SE1	21. Norra Kvarkens yttre kustvatten.
SE635300-205251	N n Kvarkens kustvatten	Västerbotten - 24	Robertsfors - 2409, Umeå - 2480	SE1	21. Norra Kvarkens yttre kustvatten.
SE641250-210560	Gumbodafjärden	Västerbotten - 24	Robertsfors - 2409	SE1	22. Bottenviken, inre kustvatten.
SE641000-210500	Vändskärsfjärden	Västerbotten - 24	Robertsfors - 2409	SE1	22. Bottenviken, inre kustvatten.
SE640900-205935	Sikeåfjärden	Västerbotten - 24	Robertsfors - 2409	SE1	22. Bottenviken, inre kustvatten.
SE640400-205770	Ricklefjärden	Västerbotten - 24	Robertsfors - 2409	SE1	22. Bottenviken, inre kustvatten.
SE640240-205500	Bygdefjärden	Västerbotten - 24	Robertsfors - 2409	SE1	22. Bottenviken, inre kustvatten.
SE650280-213110	Kinnbäcksfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE645950-212650	Åbyfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE645500-212000	Byskefjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE645340-211330	Rösnäsfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE645130-211040	Bredviksfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE644730-210650	Boviksfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE644070-211650	Skelleftehamnsfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE643700-211940	Burefjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE643550-211920	Storsladan	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE643160-212730	Bäckfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE642950-213400	Bjuröfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE642035-212600	Blackefjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE641875-212250	Kallviken	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE641745-211570	Lövselefjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE655260-224280	Törefjärden	Norrbotten - 25	Kalix - 2514	SE1	22. Bottenviken, inre kustvatten.
SE654640-233190	Bodöfjärden	Norrbotten - 25	Kalix - 2514	SE1	22. Bottenviken, inre kustvatten.
SE654990-224540	Siknäsfjärden	Norrbotten - 25	Kalix - 2514	SE1	22. Bottenviken, inre kustvatten.
SE654500-232000	Repskärsfjärden	Norrbotten - 25	Kalix - 2514	SE1	22. Bottenviken, inre kustvatten.
SE654570-225230	Rånöfjärden	Norrbotten - 25	Kalix - 2514	SE1	22. Bottenviken, inre kustvatten.
SE654416-230000	Storöfjärden	Norrbotten - 25	Kalix - 2514	SE1	22. Bottenviken, inre kustvatten.
SE654291-224000	Bergöfjärden	Norrbotten - 25	Kalix - 2514, Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE654110-224850	Båtöfjärden	Norrbotten - 25	Kalix - 2514, Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE654820-222660	Rånefjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE654470-222700	Gussöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE654330-222200	N. Sigfridsöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE654200-222920	Tistersöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE654000-222430	S. Sigfridsöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE653900-223280	Fjuksöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE653740-222800	Hamnöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE653303-222900	Hindersöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE653140-224000	Degeröfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE653116-224623	Saxskärsfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE653176-222000	Sandöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE652686-221500	Germandöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE652855-224000	Bastaskärsfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE652830-222116	Västantillfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE652450-222116	Sandgrönnfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE652475-215750	Holfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE652400-220070	Mannöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE652465-214080	Bastafjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE652500-213500	Harrbäcksfjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE652385-214180	Brändöfjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE652066-214400	Storfjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE652250-213430	Håkansöfjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE652250-213000	Bärtnäsfjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE652075-213500	Davids stenar	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE652150-213000	Rävahavet	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE652000-214000	Mjoöfjärden sek namn	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE651800-214740	Baggholmsdraget	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE652000-213210	Nördfjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE651940-213930	Haraholmsfjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE651475-214300	Vargödraget	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE651500-213108	Yttrefjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE651075-213700	Bondöfjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE650750-213500	Jävrefjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE650460-213400	Bursfjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE654360-235780	Skomakarfjärden	Norrbotten - 25	Haparanda - 2583	SE1	22. Bottenviken, inre kustvatten.
SE654575-234250	Seskaröfjärden	Norrbotten - 25	Haparanda - 2583, Kalix - 2514	SE1	22. Bottenviken, inre kustvatten.
SE728806-179329	Yttre Lulefjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE729159-179002	Inre Lulefjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE729849-180191	Björköfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE643920-211500	Simpan	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE644030-218500	Ytterviksfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE644040-211260	Sörfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE644150-211000	Ursviksfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE645000-212100	Inre Kågefjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE645000-213500	Kågefjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE645830-212300	Tåmfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE652920-222650	Sörbrändöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE653415-221340	Hertsöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE652020-211930	Svensbyfjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE651818-212790	Inrefjärden	Norrbotten - 25	Piteå - 2581	SE1	22. Bottenviken, inre kustvatten.
SE656620-222480	Granöfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE656840-222800	Bergnäsfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE654490-220870	Börstskärsfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE655120-220380	Måttsundsfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE647260-212660	Hålfjärden	Västerbotten - 24	Skellefteå - 2482	SE1	22. Bottenviken, inre kustvatten.
SE656300-222750	Mulöviken	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE654860-219880	Ersnäsfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE655180-218660	Möröfjärden	Norrbotten - 25	Luleå - 2580	SE1	22. Bottenviken, inre kustvatten.
SE641250-211751	S Bottenvikens kustvatten	Västerbotten - 24	Robertsfors - 2409, Skellefteå - 2482	SE1	23. Bottenviken, yttre kustvatten.
SE652400-223501	Norrbottens skärgårds kustvatten	Norrbotten - 25, Västerbotten - 24	Haparanda - 2583, Kalix - 2514, Luleå - 2580, Piteå - 2581, Skellefteå - 2482	SE1	23. Bottenviken, yttre kustvatten.
SE653870-235570	Enskärsfjärden	Norrbotten - 25	Haparanda - 2583	SE1	23. Bottenviken, yttre kustvatten.
SE654150-240380	Hamnskärsfjärden	Norrbotten - 25	Haparanda - 2583	SE1	23. Bottenviken, yttre kustvatten.
SE654100-234100	S. Seskaröfjärden sek namn	Norrbotten - 25	Haparanda - 2583, Kalix - 2514	SE1	23. Bottenviken, yttre kustvatten.
SE648760-213140	N m Bottenvikens kustvatten	Västerbotten - 24	Skellefteå - 2482	SE1	23. Bottenviken, yttre kustvatten.
SE645670-214290	Sandvikssundet	Västerbotten - 24	Skellefteå - 2482	SE1	23. Bottenviken, yttre kustvatten.
SE646360-213700	Skelleftebukten	Västerbotten - 24	Skellefteå - 2482	SE1	23. Bottenviken, yttre kustvatten.
SE654560-246250	Haparandafjärden sek namn	Norrbotten - 25	Haparanda - 2583	SE1TO	22. Bottenviken, inre kustvatten.
SE653840-247900	Knivskärsfjärden	Norrbotten - 25	Haparanda - 2583	SE1TO	23. Bottenviken, yttre kustvatten.
SE654130-249500	Katajafjärden	Norrbotten - 25	Haparanda - 2583	SE1TO	23. Bottenviken, yttre kustvatten.
SE604250-173000	Skutskärsfjärden sek namn	Gävleborg - 21, Uppsala - 03	Gävle - 2180, Älvkarleby - 0319	SE2	16. Södra Bottenhavet, inre kustvatten.
SE610100-171245	Axmarfjärden	Gävleborg - 21	Gävle - 2180	SE2	16. Södra Bottenhavet, inre kustvatten.
SE604200-171765	Yttre Fjärden	Gävleborg - 21	Gävle - 2180	SE2	16. Södra Bottenhavet, inre kustvatten.
SE610500-171586	Kusöfjärden sek namn	Gävleborg - 21	Gävle - 2180, Söderhamn - 2182	SE2	16. Södra Bottenhavet, inre kustvatten.
SE611766-171305	Midsommarfjärden	Gävleborg - 21	Söderhamn - 2182	SE2	16. Södra Bottenhavet, inre kustvatten.
SE611676-171000	Söderhamnsfjärden	Gävleborg - 21	Söderhamn - 2182	SE2	16. Södra Bottenhavet, inre kustvatten.
SE611600-171500	Sandarnesfjärden sek namn	Gävleborg - 21	Söderhamn - 2182	SE2	16. Södra Bottenhavet, inre kustvatten.
SE611000-171500	Vallviksfjärden sek namn	Gävleborg - 21	Söderhamn - 2182	SE2	16. Södra Bottenhavet, inre kustvatten.
SE611213-171063	Ljusnefjärden	Gävleborg - 21	Söderhamn - 2182	SE2	16. Södra Bottenhavet, inre kustvatten.
SE612303-171075	Skärsåfjärden sek namn	Gävleborg - 21	Hudiksvall - 2184, Söderhamn - 2182	SE2	16. Södra Bottenhavet, inre kustvatten.
SE614165-171500	Hudiksvallsfjärden	Gävleborg - 21	Hudiksvall - 2184	SE2	16. Södra Bottenhavet, inre kustvatten.
SE613500-172500	Agöfjärden sek namn	Gävleborg - 21	Hudiksvall - 2184	SE2	16. Södra Bottenhavet, inre kustvatten.
SE613760-171000	Gårdsfjärden	Gävleborg - 21	Hudiksvall - 2184	SE2	16. Södra Bottenhavet, inre kustvatten.
SE613591-171000	Njutångersfjärden	Gävleborg - 21	Hudiksvall - 2184	SE2	16. Södra Bottenhavet, inre kustvatten.
SE613500-171000	Siviksfjärden	Gävleborg - 21	Hudiksvall - 2184	SE2	16. Södra Bottenhavet, inre kustvatten.
SE613380-171450	Hålsängesfjärden	Gävleborg - 21	Hudiksvall - 2184	SE2	16. Södra Bottenhavet, inre kustvatten.
SE613240-171000	Enångersfjärden	Gävleborg - 21	Hudiksvall - 2184	SE2	16. Södra Bottenhavet, inre kustvatten.
SE612791-171130	Långvindsfjärden	Gävleborg - 21	Hudiksvall - 2184	SE2	16. Södra Bottenhavet, inre kustvatten.
SE604055-171248	Inre Fjärden	Gävleborg - 21	Gävle - 2180	SE2	16. Södra Bottenhavet, inre kustvatten.
SE604116-171037	Avan	Gävleborg - 21	Gävle - 2180	SE2	16. Södra Bottenhavet, inre kustvatten.
SE604200-174400	Gävlebuktens utsjövatten	Gävleborg - 21, Uppsala - 03	Gävle - 2180, Tierp - 0360, Älvkarleby - 0319	SE2	17. Södra Bottenhavet, yttre kustvatten.
SE612520-172080	N S M Bottenhavets kustvatten	Gävleborg - 21	Hudiksvall - 2184, Söderhamn - 2182	SE2	17. Södra Bottenhavet, yttre kustvatten.
SE604675-172125	Harkskärsfjärden	Gävleborg - 21	Gävle - 2180	SE2	17. Södra Bottenhavet, yttre kustvatten.
SE605630-179220	Fårholmen	Gävleborg - 21	Gävle - 2180	SE2	17. Södra Bottenhavet, yttre kustvatten.
SE605760-171000	Norrsundet	Gävleborg - 21	Gävle - 2180	SE2	17. Södra Bottenhavet, yttre kustvatten.
SE605390-171558	Hamnskär	Gävleborg - 21	Gävle - 2180	SE2	17. Södra Bottenhavet, yttre kustvatten.
SE604900-171700	Hilleviksfjärden	Gävleborg - 21	Gävle - 2180	SE2	17. Södra Bottenhavet, yttre kustvatten.
SE605140-171674	Iggösundet	Gävleborg - 21	Gävle - 2180	SE2	17. Södra Bottenhavet, yttre kustvatten.
SE605660-172380	S S M Bottenhavets kustvatten	Gävleborg - 21	Gävle - 2180, Söderhamn - 2182	SE2	17. Södra Bottenhavet, yttre kustvatten.
SE622795-174565	Åvikebukten	Västernorrland - 22	Härnösand - 2280, Timrå - 2262	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE622860-173000	Klingerfjärden	Västernorrland - 22	Sundsvall - 2281, Timrå - 2262	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE622500-172430	Alnösundet	Västernorrland - 22	Sundsvall - 2281, Timrå - 2262	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE624335-180000	Hemsösundet sek namn	Västernorrland - 22	Härnösand - 2280	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE623980-175600	Älandsfjärden	Västernorrland - 22	Härnösand - 2280	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE623810-180350	Norra sundet	Västernorrland - 22	Härnösand - 2280	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE623340-175556	Södra Sundet	Västernorrland - 22	Härnösand - 2280	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE624870-175500	Ramöfjärden sek namn	Västernorrland - 22	Härnösand - 2280, Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE624615-180500	Storfjärden	Västernorrland - 22	Härnösand - 2280, Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE622126-172430	Draget	Västernorrland - 22	Sundsvall - 2281	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE622339-172190	Sundsvallsfjärden	Västernorrland - 22	Sundsvall - 2281	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE622000-172300	Svartviksfjärden	Västernorrland - 22	Sundsvall - 2281	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE630203-182615	Norrfjärden	Västernorrland - 22	Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE630180-182080	Dockstafjärden	Västernorrland - 22	Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE625500-175153	Kramforsfjärden sek namn	Västernorrland - 22	Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE625900-174360	Bollstafjärden	Västernorrland - 22	Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE625710-183000	Omnefjärden	Västernorrland - 22	Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE625416-182696	Edsätterfjärden	Västernorrland - 22	Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE625180-181655	Gaviksfjärden	Västernorrland - 22	Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE625000-180075	Norafjärden	Västernorrland - 22	Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE624800-181030	Grönsviksfjärden	Västernorrland - 22	Kramfors - 2282	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE630383-183500	Mjältöfjärden sek namn	Västernorrland - 22	Kramfors - 2282, Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE630000-183500	Ullångersfjärden	Västernorrland - 22	Kramfors - 2282, Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE631840-191130	Husumbukten	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE631646-185280	Idbyfjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE631610-184500	Örnsköldsviksfjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE631450-185200	Nötbolandsfjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE631500-190270	Risöfjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE631460-185000	Dekarsöfjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE631406-185500	Havsfjärden sek namn	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE631346-184241	Bäckfjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE630685-184305	Nätrafjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE630760-183315	Näskefjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE633043-193300	Nordmalingsfjärden	Västerbotten - 24	Nordmaling - 2401	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE632690-193500	Yttre Nordmalingfjärden	Västerbotten - 24	Nordmaling - 2401	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE632030-187600	Åvikfjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE631710-188130	Gullviksfjärden sek namn	Västernorrland - 22	Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE624380-176450	Inre Tynderösundet	Västernorrland - 22	Timrå - 2262	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE622900-174790	Juniskär-Bergsfjärden	Västernorrland - 22	Sundsvall - 2281	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE634040-193330	Degerfjärden	Västerbotten - 24, Västernorrland - 22	Nordmaling - 2401, Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE634850-193570	Avafjärden	Västerbotten - 24	Nordmaling - 2401	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE630210-187470	N Höga kustens kustvatten	Västernorrland - 22	Härnösand - 2280, Kramfors - 2282, Örnsköldsvik - 2284	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE623300-176210	Sundsvallsbukten	Västernorrland - 22	Sundsvall - 2281, Timrå - 2262	SE2	18. Norra Bottenhavet, Höga kustens inre kustvatten.
SE621265-173125	Björköfjärden	Västernorrland - 22	Sundsvall - 2281	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE633400-195000	N Bottenhavets kustvatten	Västerbotten - 24, Västernorrland - 22	Nordmaling - 2401, Örnsköldsvik - 2284	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE623890-178030	S Höga kustens kustvatten	Västernorrland - 22	Härnösand - 2280, Sundsvall - 2281, Timrå - 2262	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE621920-175280	Yttre Björköfjärden	Västernorrland - 22	Sundsvall - 2281	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE621720-175130	Lubban	Västernorrland - 22	Sundsvall - 2281	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE632090-190370	Ällöviken	Västernorrland - 22	Örnsköldsvik - 2284	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE632090-189470	Tennviken	Västernorrland - 22	Örnsköldsvik - 2284	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE632670-190860	Ultråfjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE632760-191300	Sannafjärden	Västernorrland - 22	Örnsköldsvik - 2284	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE628750-183300	Sörleviken	Västernorrland - 22	Kramfors - 2282	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE628480-183070	Yttre Gaviksfjärden	Västernorrland - 22	Kramfors - 2282	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE622080-176120	Salen	Västernorrland - 22	Sundsvall - 2281	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE619690-175690	N M Bottenhavets kustvatten	Gävleborg - 21, Västernorrland - 22	Hudiksvall - 2184, Nordanstig - 2132, Sundsvall - 2281	SE2	19. Norra Bottenhavet, Höga kustens yttre kustvatten.
SE593300-183600	Norrfjärden sek namn	Stockholm - 01	Österåker - 0117	SE3	12n: Östergötlands och Stockholms skärgård, mellankustvatten, som tillhör N Eg. Östersjön.
SE593080-184500	Gälnan	Stockholm - 01	Österåker - 0117	SE3	12n: Östergötlands och Stockholms skärgård, mellankustvatten, som tillhör N Eg. Östersjön.
SE592790-183000	Östra Saxarfjärden	Stockholm - 01	Värmdö - 0120, Österåker - 0117	SE3	12n: Östergötlands och Stockholms skärgård, mellankustvatten, som tillhör N Eg. Östersjön.
SE592650-182815	Västra Saxarfjärden	Stockholm - 01	Värmdö - 0120, Österåker - 0117	SE3	12n: Östergötlands och Stockholms skärgård, mellankustvatten, som tillhör N Eg. Östersjön.
SE592640-184500	Träsköfjärden	Stockholm - 01	Värmdö - 0120, Österåker - 0117	SE3	12n: Östergötlands och Stockholms skärgård, mellankustvatten, som tillhör N Eg. Östersjön.
SE592500-185000	Möja västerfjärd	Stockholm - 01	Värmdö - 0120, Österåker - 0117	SE3	12n: Östergötlands och Stockholms skärgård, mellankustvatten, som tillhör N Eg. Östersjön.
SE592280-183550	Sandöfjärden	Stockholm - 01	Värmdö - 0120, Österåker - 0117	SE3	12n: Östergötlands och Stockholms skärgård, mellankustvatten, som tillhör N Eg. Östersjön.
SE593500-190000	Svartlögafjärden	Stockholm - 01	Norrtälje - 0188, Värmdö - 0120, Österåker - 0117	SE3	12n: Östergötlands och Stockholms skärgård, mellankustvatten, som tillhör N Eg. Östersjön.
SE593750-184900	Yxlaområdet	Stockholm - 01	Norrtälje - 0188, Österåker - 0117	SE3	12n: Östergötlands och Stockholms skärgård, mellankustvatten, som tillhör N Eg. Östersjön.
